Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2023-12-19,BEAR,OIM,TR,DOJI,SWR,BEAR,-0.625
2023-12-20,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-3.27
2023-12-21,BULL,OOL,TR,NORMAL,SWR,BULL,1.019
2023-12-22,TR,OAR,BULL,NORMAL,SWR,BEAR,-0.962
2023-12-26,TR,OIM,TR,DOJI,SWR,BEAR,-0.676
2023-12-27,TR,OIM,BEAR,NORMAL,SWR,BEAR,-0.657
2023-12-28,TR,OIM,BEAR,DOJI,SWR,BEAR,-0.871
2023-12-29,TR,OIM,TR,DOJI,SWR,TR,-0.555
2024-01-01,BULL,OIM,TR,NORMAL,SWR,TR,0.149
2024-01-02,TR,OIM,TR,DOJI,SWR,TR,-0.106
2024-01-03,BEAR,OOH,TR,NORMAL,SWR,TR,0.064
2024-01-04,BEAR,OAR,TR,NORMAL,SAR,BULL,1.727
2024-01-05,BULL,OAR,TR,NORMAL,SAR,BEAR,-1.338
2024-01-08,BEAR,OOH,TR,NORMAL,SWR,TR,-0.165
2024-01-09,BEAR,OIM,BEAR,DOJI,SWR,TR,-0.206
2024-01-10,BEAR,OOL,BEAR,DOJI,WBR,TR,0.083
2024-01-11,TR,OAR,TR,HUGE OPEN,SWR,BULL,3.977
2024-01-12,BEAR,OAR,BULL,DOJI,SAR,TR,-0.176
2024-01-15,TR,OOH,TR,DOJI,WAR,BULL,2.274
2024-01-16,BULL,OBR,BULL,DOJI,SBR,BEAR,-2.429
2024-01-17,TR,OOL,TR,NORMAL,WBR,BEAR,-1.502
2024-01-18,BEAR,OOL,BEAR,HUGE OPEN,WAR,TR,-0.164
2024-01-19,TR,OOH,TR,NORMAL,SWR,TR,0.142
2024-01-20,BEAR,OOH,TR,NORMAL,SWR,BEAR,-0.625
2024-01-23,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.634
2024-01-24,TR,OOL,BEAR,NORMAL,WBR,TR,-0.167
2024-01-25,BULL,OOH,TR,DOJI,WAR,BEAR,-0.826
2024-01-29,BULL,OOH,TR,NORMAL,SWR,BULL,3.42
2024-01-30,TR,OOH,BULL,NORMAL,SWR,BEAR,-2.017
2024-01-31,BULL,OOL,BEAR,DOJI,SWR,BEAR,-0.859
2024-02-01,BULL,OAR,TR,HUGE OPEN,SAR,TR,-0.158
2024-02-02,TR,OIM,TR,DOJI,SWR,TR,0.217
2024-02-05,TR,OOH,TR,DOJI,WAR,BULL,12.225
2024-02-06,TR,OOH,BULL,NORMAL,SWR,BEAR,-1.587
2024-02-07,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-1.049
2024-02-08,BEAR,OIM,BEAR,NORMAL,WBR,BEAR,-1.701
2024-02-09,TR,OOL,BEAR,DOJI,SWR,BULL,1.644
2024-02-12,TR,OOH,BULL,DOJI,WAR,BEAR,-2.766
2024-02-13,BEAR,OOL,TR,NORMAL,WBR,BULL,1.651
2024-02-14,BEAR,OIM,TR,DOJI,SWR,BULL,1.256
2024-02-15,BEAR,OOH,TR,DOJI,SWR,TR,0.091
2024-02-16,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.729
2024-02-19,TR,OIM,BEAR,HUGE OPEN,SWR,TR,-0.4
2024-02-20,BULL,OIM,TR,HUGE OPEN,WAR,BULL,1.132
2024-02-21,BULL,OIM,TR,DOJI,SWR,BULL,0.85
2024-02-22,BULL,OOH,TR,HUGE OPEN,WAR,TR,0.587
2024-02-23,BULL,OAR,BULL,HUGE OPEN,SAR,BULL,3.257
2024-02-26,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-2.021
2024-02-27,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-4.083
2024-02-28,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-2.593
2024-02-29,TR,OIM,BEAR,NORMAL,SWR,BEAR,-2.071
2024-03-01,BULL,OIM,TR,DOJI,SWR,BULL,0.969
2024-03-02,BULL,OOH,TR,DOJI,WAR,BULL,0.967
2024-03-04,BEAR,OAR,BULL,HUGE OPEN,SWR,TR,0.544
2024-03-05,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.489
2024-03-06,BULL,OIM,TR,DOJI,WAR,BEAR,-1.374
2024-03-07,BEAR,OIM,TR,DOJI,SWR,BULL,2.544
2024-03-11,BULL,OOH,TR,HUGE OPEN,WAR,BULL,2.565
2024-03-12,BULL,OAR,BULL,NORMAL,SAR,BEAR,-1.654
2024-03-13,BEAR,OIM,TR,DOJI,WBR,BEAR,-5.274
2024-03-14,TR,OOL,BEAR,NORMAL,WBR,BULL,2.157
2024-03-15,BULL,OOH,BULL,DOJI,WAR,TR,0.336
2024-03-18,BULL,OOH,BULL,DOJI,WAR,TR,-0.127
2024-03-19,BULL,OIM,TR,DOJI,SWR,BEAR,-0.605
2024-03-20,BEAR,OIM,TR,DOJI,SWR,BEAR,-3.47
2024-03-21,TR,OIM,BEAR,DOJI,SWR,BEAR,-0.962
2024-03-22,BULL,OOL,TR,NORMAL,SWR,TR,0.511
2024-03-26,TR,OOH,BULL,DOJI,WAR,TR,-0.359
2024-03-27,BULL,OIM,TR,NORMAL,SWR,TR,-0.085
2024-03-28,BEAR,OOH,TR,NORMAL,SWR,TR,0.17
2024-04-01,TR,OOH,TR,HUGE OPEN,WAR,BEAR,-1.122
2024-04-02,TR,OIM,TR,DOJI,SWR,BEAR,-1.356
2024-04-03,BULL,OOL,TR,NORMAL,WBR,TR,-0.056
2024-04-04,BULL,OOH,TR,HUGE OPEN,WAR,TR,-0.235
2024-04-05,BULL,OIM,TR,DOJI,SWR,BULL,2.287
2024-04-08,TR,OAR,BULL,NORMAL,SWR,BEAR,-1.82
2024-04-09,BULL,OIM,BEAR,DOJI,SWR,BEAR,-1.302
2024-04-10,BULL,OIM,TR,DOJI,SWR,TR,-0.108
2024-04-12,TR,OIM,TR,DOJI,SWR,TR,-0.04
2024-04-15,BEAR,OBR,TR,HUGE OPEN,SBR,TR,0.511
2024-04-16,TR,OAR,BEAR,HUGE OPEN,SAR,BEAR,-1.536
2024-04-18,TR,OOH,TR,HUGE OPEN,WAR,BEAR,-0.619
2024-04-19,TR,OIM,BULL,NORMAL,SWR,BEAR,-1.107
2024-04-22,TR,OOH,BEAR,DOJI,WAR,BULL,1.029
2024-04-23,BULL,OAR,BULL,HUGE OPEN,SAR,TR,-0.282
2024-04-24,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.498
2024-04-25,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-0.817
2024-04-26,TR,OIM,TR,NORMAL,SWR,TR,-0.105
2024-04-29,BEAR,OOH,TR,DOJI,SWR,TR,-0.497
2024-04-30,TR,OIM,TR,NORMAL,SWR,TR,-0.25
2024-05-02,TR,OOL,BEAR,NORMAL,WBR,BULL,1.294
2024-05-03,BULL,OOH,TR,NORMAL,WAR,BEAR,-2.184
2024-05-06,BEAR,OIM,TR,DOJI,WBR,BEAR,-0.63
2024-05-07,TR,OOL,BEAR,NORMAL,WBR,BEAR,-2.446
2024-05-08,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-1.251
2024-05-09,BEAR,OIM,TR,DOJI,WBR,BEAR,-1.353
2024-05-10,BEAR,OOL,BEAR,NORMAL,WBR,BULL,2.93
2024-05-13,BEAR,OOH,TR,NORMAL,SWR,TR,-0.307
2024-05-14,BEAR,OIM,TR,NORMAL,SWR,BULL,2.341
2024-05-15,BULL,OAR,BULL,DOJI,SAR,TR,-0.296
2024-05-16,TR,OIM,TR,NORMAL,SWR,TR,-0.197
2024-05-17,TR,OIM,TR,DOJI,SWR,TR,0.225
2024-05-18,BULL,OOH,TR,HUGE OPEN,WAR,TR,-0.083
2024-05-21,TR,OIM,BULL,HUGE OPEN,SWR,TR,-0.569
2024-05-22,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.0
2024-05-23,BULL,OIM,TR,NORMAL,WAR,BULL,1.913
2024-05-24,BEAR,OIM,TR,DOJI,SWR,TR,0.068
2024-05-27,BEAR,OIM,BEAR,DOJI,SWR,BEAR,-1.624
2024-05-28,BEAR,OOL,BEAR,DOJI,WBR,TR,-0.279
2024-05-29,TR,OBR,BEAR,NORMAL,SBR,BEAR,-0.963
2024-05-30,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.244
2024-05-31,BEAR,OAR,TR,DOJI,SWR,BEAR,-0.935
2024-06-03,BEAR,OAR,BEAR,HUGE OPEN,SWR,TR,-0.098
2024-06-04,TR,OOL,BEAR,HUGE OPEN,WBR,BEAR,-3.877
2024-06-05,BEAR,OIM,TR,NORMAL,SWR,BULL,2.001
2024-06-06,TR,OAR,TR,DOJI,SAR,TR,-0.286
2024-06-07,TR,OIM,TR,HUGE OPEN,SWR,TR,0.314
2024-06-10,BEAR,OOH,BULL,DOJI,WAR,TR,-0.525
2024-06-11,TR,OIM,BEAR,DOJI,SWR,TR,0.114
2024-06-12,BULL,OIM,TR,DOJI,SWR,BULL,1.512
2024-06-13,BEAR,OAR,BULL,NORMAL,SWR,TR,-0.263
2024-06-14,BEAR,OIM,TR,DOJI,SWR,TR,-0.571
2024-06-18,TR,OIM,BEAR,NORMAL,SWR,BULL,1.016
2024-06-19,BEAR,OOH,BULL,HUGE OPEN,SWR,TR,-0.458
2024-06-20,BULL,OOL,BEAR,DOJI,WAR,TR,-0.464
2024-06-21,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-0.768
2024-06-24,BEAR,OBR,BEAR,NORMAL,SBR,BULL,0.722
2024-06-25,TR,OAR,TR,NORMAL,SAR,TR,0.489
2024-06-26,BEAR,OIM,TR,NORMAL,WBR,TR,0.155
2024-06-27,TR,OIM,TR,DOJI,SWR,TR,-0.38
2024-06-28,BULL,OOH,TR,NORMAL,SWR,TR,0.294
2024-07-01,BEAR,OIM,TR,HUGE OPEN,WBR,TR,-0.24
2024-07-02,TR,OOL,BEAR,DOJI,SWR,TR,-0.312
2024-07-03,TR,OIM,TR,NORMAL,SWR,TR,-0.551
2024-07-04,BULL,OIM,TR,DOJI,SWR,BEAR,-1.378
2024-07-05,TR,OOL,TR,NORMAL,SWR,TR,0.199
2024-07-08,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.654
2024-07-09,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.299
2024-07-10,TR,OIM,TR,DOJI,SWR,BEAR,-0.628
2024-07-11,BEAR,OOH,TR,DOJI,SWR,TR,-0.043
2024-07-12,BEAR,OAR,TR,HUGE OPEN,SAR,TR,-0.581
2024-07-15,BEAR,OIM,BEAR,DOJI,SWR,BULL,1.063
2024-07-16,TR,OBR,TR,DOJI,SBR,BEAR,-1.119
2024-07-18,BEAR,OIM,BEAR,NORMAL,WBR,BEAR,-0.764
2024-07-19,TR,OOL,BEAR,DOJI,WBR,BULL,0.924
2024-07-22,BULL,OIM,TR,NORMAL,SWR,BULL,0.796
2024-07-23,BEAR,OOH,TR,NORMAL,SWR,BEAR,-1.528
2024-07-24,TR,OIM,TR,NORMAL,SWR,TR,-0.179
2024-07-25,BEAR,OBR,TR,NORMAL,SBR,BEAR,-0.663
2024-07-26,BULL,OIM,BEAR,NORMAL,WAR,TR,-0.569
2024-07-29,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.167
2024-07-30,TR,OOL,BEAR,DOJI,SWR,TR,-0.242
2024-07-31,BULL,OOL,TR,DOJI,SWR,TR,-0.363
2024-08-01,BULL,OIM,TR,NORMAL,SWR,TR,-0.469
2024-08-02,TR,OBR,TR,NORMAL,SBR,TR,-0.199
2024-08-05,BULL,OBR,TR,DOJI,SBR,BEAR,-0.642
2024-08-06,TR,OOL,TR,NORMAL,SWR,BEAR,-2.496
2024-08-07,TR,OIM,TR,NORMAL,SWR,BULL,2.635
2024-08-08,BEAR,OIM,BULL,NORMAL,SWR,BEAR,-0.88
2024-08-09,TR,OOH,TR,NORMAL,SWR,BEAR,-1.169
2024-08-12,BULL,OOL,BEAR,DOJI,WBR,BULL,1.246
2024-08-13,BULL,OOH,BULL,DOJI,WAR,BEAR,-2.729
2024-08-14,BEAR,OOL,TR,NORMAL,SWR,BEAR,-0.728
2024-08-16,TR,OIM,BEAR,NORMAL,SWR,BULL,1.469
2024-08-19,BULL,OAR,TR,NORMAL,SWR,TR,0.045
2024-08-20,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-1.308
2024-08-21,BEAR,OIM,TR,DOJI,SWR,BEAR,-0.882
2024-08-22,TR,OIM,BEAR,NORMAL,SWR,BEAR,-0.872
2024-08-23,TR,OOL,BEAR,NORMAL,WAR,BEAR,-0.968
2024-08-26,BEAR,OOH,TR,NORMAL,SWR,BEAR,-2.222
2024-08-27,TR,OOL,BEAR,NORMAL,SWR,TR,-0.4
2024-08-28,TR,OAR,TR,DOJI,SWR,BEAR,-1.3
2024-08-29,BULL,OIM,BEAR,DOJI,SWR,TR,-0.153
2024-08-30,TR,OIM,TR,NORMAL,SWR,BEAR,-2.114
2024-09-02,BULL,OOL,BEAR,NORMAL,SWR,BULL,5.393
2024-09-03,BEAR,OAR,BULL,DOJI,SWR,BULL,2.9
2024-09-04,TR,OOL,TR,DOJI,SWR,TR,0.39
2024-09-05,TR,OOH,TR,NORMAL,SWR,BEAR,-0.716
2024-09-06,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-1.821
2024-09-09,BEAR,OOL,BEAR,DOJI,WBR,BULL,0.613
2024-09-10,BULL,OOH,TR,DOJI,SWR,BULL,1.521
2024-09-11,BULL,OIM,TR,DOJI,SWR,BEAR,-2.447
2024-09-12,TR,OOL,BEAR,NORMAL,SWR,TR,-0.273
2024-09-13,TR,OOH,TR,NORMAL,SWR,BEAR,-0.898
2024-09-16,TR,OIM,TR,NORMAL,SWR,BEAR,-0.835
2024-09-17,BEAR,OOL,BEAR,NORMAL,WBR,BULL,2.142
2024-09-18,TR,OIM,TR,DOJI,SWR,TR,-0.586
2024-09-19,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.274
2024-09-20,TR,OOH,TR,NORMAL,WAR,BULL,0.925
2024-09-23,TR,OOH,TR,NORMAL,WAR,TR,-0.014
2024-09-24,BULL,OOL,TR,NORMAL,WBR,BEAR,-0.635
2024-09-25,BEAR,OIM,TR,NORMAL,SWR,TR,0.541
2024-09-26,BEAR,OIM,TR,DOJI,SWR,TR,0.057
2024-09-27,BEAR,OOL,BEAR,DOJI,SWR,BULL,2.916
2024-09-30,BEAR,OIM,TR,DOJI,SWR,BEAR,-0.834
2024-10-01,BEAR,OOL,BEAR,DOJI,SWR,TR,0.199
2024-10-03,BULL,OBR,TR,DOJI,SBR,BEAR,-1.592
2024-10-04,TR,OIM,TR,NORMAL,SWR,TR,-0.088
2024-10-07,BEAR,OAR,BEAR,DOJI,SWR,BEAR,-1.963
2024-10-08,TR,OOL,BEAR,DOJI,SWR,BULL,3.266
2024-10-09,TR,OOH,BULL,NORMAL,SWR,TR,-0.29
2024-10-10,TR,OIM,BEAR,DOJI,SWR,TR,-0.145
2024-10-11,TR,OOL,TR,NORMAL,WBR,TR,0.0
2024-10-14,BEAR,OIM,BEAR,DOJI,SWR,TR,-0.468
2024-10-15,BEAR,OIM,BEAR,NORMAL,WBR,TR,-0.546
2024-10-16,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.992
2024-10-17,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-0.887
2024-10-18,BULL,OOL,BEAR,NORMAL,WBR,TR,0.228
2024-10-21,BEAR,OAR,TR,NORMAL,SWR,BEAR,-0.937
2024-10-22,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.612
2024-10-23,TR,OOL,BEAR,NORMAL,SWR,TR,0.016
2024-10-24,TR,OOL,TR,NORMAL,SWR,TR,0.286
2024-10-25,BEAR,OOH,TR,HUGE OPEN,WBR,BEAR,-0.704
2024-10-28,BEAR,OOH,TR,NORMAL,SWR,BULL,1.359
2024-10-29,TR,OOH,TR,NORMAL,WAR,BULL,2.767
2024-10-30,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-0.866
2024-10-31,BULL,OOL,BEAR,NORMAL,SWR,TR,0.592
2024-11-01,TR,OAR,TR,DOJI,SAR,TR,0.0
2024-11-04,BEAR,OOH,TR,HUGE OPEN,WBR,BEAR,-0.989
2024-11-05,TR,OOL,BEAR,NORMAL,SWR,TR,0.578
2024-11-06,TR,OOH,TR,DOJI,WAR,BULL,0.663
2024-11-07,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.028
2024-11-08,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-0.783
2024-11-11,TR,OBR,BEAR,NORMAL,SBR,TR,-0.159
2024-11-12,BULL,OOL,TR,NORMAL,SWR,BEAR,-1.399
2024-11-13,BEAR,OOL,TR,HUGE OPEN,WBR,BEAR,-1.53
2024-11-14,BULL,OIM,BEAR,HUGE OPEN,WAR,BULL,1.987
2024-11-18,BEAR,OOH,BULL,NORMAL,SWR,BULL,1.143
2024-11-19,TR,OIM,TR,NORMAL,SWR,TR,-0.125
2024-11-21,TR,OBR,TR,DOJI,SBR,TR,-0.048
2024-11-22,TR,OOL,BEAR,DOJI,SWR,TR,-0.064
2024-11-25,BULL,OAR,TR,HUGE OPEN,SAR,BULL,1.184
2024-11-26,BULL,OIM,TR,DOJI,SWR,TR,0.54
2024-11-27,TR,OOH,BULL,NORMAL,SWR,BULL,1.341
2024-11-28,TR,OIM,TR,NORMAL,SWR,BEAR,-1.032
2024-11-29,BULL,OOL,BEAR,HUGE OPEN,WAR,BEAR,-0.769
2024-12-02,BULL,OOL,TR,DOJI,SWR,TR,0.549
2024-12-03,BULL,OAR,BULL,NORMAL,SAR,BULL,1.527
2024-12-04,TR,OOH,BULL,DOJI,SWR,BULL,0.862
2024-12-05,BEAR,OOH,TR,NORMAL,SWR,BEAR,-0.841
2024-12-06,BEAR,OIM,BEAR,NORMAL,SWR,TR,-0.367
2024-12-09,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.133
2024-12-10,TR,OOL,BEAR,DOJI,WBR,TR,-0.193
2024-12-11,TR,OOL,BEAR,NORMAL,SWR,BULL,2.401
2024-12-12,BEAR,OOH,BULL,DOJI,SWR,BEAR,-1.445
2024-12-13,BEAR,OBR,BEAR,DOJI,SBR,BULL,1.751
2024-12-16,BULL,OOH,TR,NORMAL,WAR,TR,-0.234
2024-12-17,TR,OOL,TR,NORMAL,SWR,BEAR,-0.736
2024-12-18,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-2.92
2024-12-19,BULL,OBR,BEAR,DOJI,SBR,BEAR,-1.853
2024-12-20,TR,OIM,BEAR,NORMAL,SWR,BEAR,-2.707
2024-12-23,BEAR,OIM,BEAR,NORMAL,SWR,TR,-0.507
2024-12-24,BULL,OIM,TR,NORMAL,SWR,TR,-0.164
2024-12-26,BEAR,OIM,TR,DOJI,SWR,BULL,0.658
2024-12-27,TR,OOH,TR,NORMAL,SWR,TR,-0.343
2024-12-30,TR,OOL,TR,HUGE OPEN,WBR,TR,0.049
2024-12-31,BEAR,OIM,TR,NORMAL,WBR,TR,-0.516
2025-01-01,BULL,OIM,BEAR,NORMAL,WAR,TR,0.016
2025-01-02,TR,OOH,BULL,DOJI,SWR,TR,0.049
2025-01-03,BEAR,OOH,TR,NORMAL,WAR,TR,0.458
2025-01-06,BEAR,OIM,TR,NORMAL,WBR,BEAR,-1.96
2025-01-07,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.266
2025-01-08,TR,OOH,TR,HUGE OPEN,WBR,TR,0.168
2025-01-09,BULL,OIM,TR,NORMAL,WBR,BEAR,-2.593
2025-01-10,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-1.733
2025-01-13,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-1.843
2025-01-14,TR,OOL,BEAR,NORMAL,SWR,BULL,2.118
2025-01-15,TR,OAR,BULL,NORMAL,SWR,TR,-0.055
2025-01-16,TR,OAR,TR,NORMAL,SWR,TR,0.453
2025-01-17,BEAR,OAR,TR,DOJI,SWR,TR,0.306
2025-01-20,BEAR,OOH,TR,HUGE OPEN,WBR,BULL,1.23
2025-01-21,TR,OIM,TR,DOJI,SWR,BEAR,-6.122
2025-01-22,BEAR,OOL,BEAR,DOJI,SWR,BULL,0.652
2025-01-23,BULL,OOH,TR,DOJI,WAR,BEAR,-3.041
2025-01-24,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-3.067
2025-01-27,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-0.954
2025-01-28,BEAR,OIM,BEAR,NORMAL,SWR,TR,-0.384
2025-01-29,BULL,OIM,TR,NORMAL,SWR,TR,0.042
2025-01-30,TR,OOH,BULL,NORMAL,SWR,BEAR,-2.024
2025-01-31,BULL,OIM,BEAR,DOJI,SWR,BULL,1.049
2025-02-01,BULL,OAR,BULL,NORMAL,SWR,BEAR,-0.721
2025-02-03,TR,OBR,TR,NORMAL,SBR,BEAR,-1.227
2025-02-04,BULL,OIM,BEAR,NORMAL,SWR,BULL,2.831
2025-02-05,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.511
2025-02-06,TR,OOH,TR,NORMAL,SWR,TR,-0.148
2025-02-07,BULL,OBR,TR,DOJI,SWR,TR,-0.048
2025-02-10,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.495
2025-02-11,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-1.754
2025-02-12,BEAR,OBR,BEAR,DOJI,SBR,TR,0.0
2025-02-13,BULL,OIM,TR,NORMAL,SWR,BEAR,-0.782
2025-02-14,BEAR,OIM,TR,HUGE OPEN,WBR,BEAR,-1.785
