Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2024-10-21,BEAR,OOH,TR,DOJI,SWR,BEAR,-1.248
2024-10-22,BEAR,OOH,BEAR,NORMAL,SWR,BEAR,-1.913
2024-10-23,BEAR,OOL,BEAR,NORMAL,SWR,BULL,0.742
2024-10-24,BEAR,OIM,TR,HUGE OPEN,WBR,BEAR,-1.509
2024-10-25,BEAR,OOL,BEAR,DOJI,WBR,BULL,1.429
2024-10-28,BEAR,OOH,TR,NORMAL,SWR,TR,0.353
2024-10-29,BULL,OIM,BEAR,DOJI,SWR,BULL,0.672
2024-10-30,BULL,OOH,TR,NORMAL,WAR,BULL,1.38
2024-10-31,BULL,OIM,TR,NORMAL,SWR,TR,0.007
2024-11-01,TR,OOH,TR,DOJI,WAR,TR,0.0
2024-11-04,BEAR,OOH,BULL,HUGE OPEN,WBR,TR,0.067
2024-11-05,TR,OOL,BEAR,NORMAL,SWR,BULL,0.73
2024-11-06,BULL,OOH,TR,DOJI,SWR,BULL,1.429
2024-11-07,BULL,OOH,BULL,DOJI,WAR,BEAR,-1.604
2024-11-08,BEAR,OIM,TR,NORMAL,WBR,BEAR,-0.738
2024-11-11,TR,OBR,BEAR,DOJI,SBR,TR,-0.576
2024-11-12,TR,OOL,BEAR,HUGE OPEN,SWR,BEAR,-1.437
2024-11-13,BEAR,OBR,BEAR,DOJI,SWR,TR,0.155
2024-11-14,BEAR,OIM,TR,HUGE OPEN,SWR,TR,0.132
2024-11-18,BEAR,OIM,TR,HUGE OPEN,WBR,TR,-0.476
2024-11-19,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-0.819
2024-11-21,BEAR,OOL,TR,DOJI,WBR,TR,0.143
2024-11-22,TR,OOL,BEAR,DOJI,SWR,TR,0.032
2024-11-25,BULL,OAR,TR,HUGE OPEN,SAR,BEAR,-2.279
2024-11-26,TR,OOL,TR,DOJI,SWR,TR,-0.533
2024-11-27,TR,OIM,TR,DOJI,SWR,BULL,1.462
2024-11-28,BULL,OAR,BULL,DOJI,SAR,BULL,1.683
2024-11-29,BEAR,OIM,TR,DOJI,SWR,TR,-0.308
2024-12-02,TR,OOL,TR,NORMAL,WBR,TR,-0.148
2024-12-03,BULL,OIM,TR,HUGE OPEN,WAR,TR,-0.073
2024-12-04,BULL,OIM,TR,DOJI,WAR,TR,-0.375
2024-12-05,BULL,OIM,TR,HUGE OPEN,WAR,BULL,1.887
2024-12-06,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.485
2024-12-09,BEAR,OOL,BEAR,DOJI,WBR,TR,-0.585
2024-12-10,BEAR,OIM,TR,NORMAL,WBR,BEAR,-1.093
2024-12-11,TR,OOL,BEAR,NORMAL,SWR,TR,0.142
2024-12-12,BEAR,OBR,TR,HUGE OPEN,SBR,BEAR,-0.999
2024-12-13,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.331
2024-12-16,TR,OOH,TR,NORMAL,SWR,BEAR,-1.178
2024-12-17,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.498
2024-12-18,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-0.989
2024-12-19,BULL,OBR,BEAR,HUGE OPEN,SWR,TR,-0.538
2024-12-20,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.754
2024-12-23,BEAR,OIM,BEAR,NORMAL,WBR,TR,-0.103
2024-12-24,TR,OOL,BEAR,DOJI,WBR,BULL,0.994
2024-12-26,BEAR,OOH,TR,NORMAL,SWR,TR,-0.111
2024-12-27,TR,OIM,BEAR,DOJI,SWR,BULL,0.952
2024-12-30,BULL,OIM,TR,NORMAL,SWR,TR,-0.369
2024-12-31,BEAR,OIM,TR,NORMAL,SWR,TR,-0.165
2025-01-01,BULL,OIM,TR,DOJI,WAR,BEAR,-1.365
2025-01-02,TR,OOL,TR,NORMAL,SWR,TR,-0.574
2025-01-03,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-1.253
2025-01-06,BEAR,OOH,TR,HUGE OPEN,WBR,BEAR,-2.01
2025-01-07,TR,OOL,BEAR,NORMAL,WBR,BEAR,-1.374
2025-01-08,TR,OIM,BEAR,NORMAL,SWR,BULL,1.692
2025-01-09,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.949
2025-01-10,BEAR,OBR,BEAR,HUGE OPEN,SBR,BULL,0.806
2025-01-13,TR,OBR,BEAR,NORMAL,SBR,BEAR,-2.795
2025-01-14,BULL,OOL,BEAR,NORMAL,SWR,BULL,2.63
2025-01-15,BEAR,OOH,BULL,NORMAL,SWR,TR,0.061
2025-01-16,BULL,OIM,BEAR,NORMAL,WAR,BEAR,-2.771
2025-01-17,BEAR,OOL,TR,DOJI,SWR,TR,-0.062
2025-01-20,TR,OOH,TR,NORMAL,SWR,TR,0.599
2025-01-21,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.262
2025-01-22,BEAR,OOL,BEAR,HUGE OPEN,WBR,TR,0.09
2025-01-23,TR,OIM,TR,DOJI,SWR,TR,-0.469
2025-01-24,TR,OIM,TR,NORMAL,SWR,BEAR,-1.282
2025-01-27,TR,OBR,BEAR,NORMAL,SBR,TR,-0.58
2025-01-28,BEAR,OAR,BEAR,HUGE OPEN,WBR,BULL,7.225
2025-01-29,BULL,OIM,TR,NORMAL,SWR,BULL,1.376
2025-01-30,BULL,OOH,BULL,DOJI,SWR,BEAR,-1.219
2025-01-31,BULL,OOL,TR,DOJI,SWR,BULL,0.971
2025-02-01,BULL,OOH,BULL,HUGE OPEN,WAR,BEAR,-2.483
2025-02-03,TR,OBR,TR,DOJI,SWR,BULL,1.335
2025-02-04,BULL,OOH,TR,NORMAL,WAR,BEAR,-0.712
2025-02-05,BULL,OAR,TR,HUGE OPEN,SAR,BEAR,-2.873
2025-02-06,BULL,OOL,TR,DOJI,SWR,TR,0.468
2025-02-07,TR,OOH,BULL,DOJI,WAR,BEAR,-0.702
2025-02-10,BEAR,OOL,TR,NORMAL,WBR,TR,-0.35
2025-02-11,BEAR,OBR,BEAR,HUGE OPEN,SBR,TR,-0.31
2025-02-12,BEAR,OBR,BEAR,DOJI,SWR,BULL,3.456
2025-02-13,BULL,OOH,TR,NORMAL,WAR,BEAR,-0.67
2025-02-14,BEAR,OIM,TR,NORMAL,WBR,BEAR,-1.828
2025-02-17,BULL,OOL,BEAR,NORMAL,WBR,TR,0.192
2025-02-18,BEAR,OIM,TR,DOJI,SWR,TR,0.046
2025-02-19,BULL,OOL,BEAR,HUGE OPEN,SWR,TR,0.294
2025-02-20,BULL,OIM,BULL,HUGE OPEN,WAR,BULL,3.093
2025-02-21,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.487
2025-02-24,BEAR,OBR,TR,NORMAL,SBR,BULL,1.086
2025-02-25,BULL,OIM,TR,NORMAL,WAR,BEAR,-0.783
2025-02-27,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.019
2025-02-28,BEAR,OBR,BEAR,NORMAL,SBR,TR,0.018
2025-03-03,BEAR,OIM,TR,DOJI,SWR,BULL,2.5
2025-03-04,BULL,OIM,TR,NORMAL,SWR,BULL,0.946
2025-03-05,BULL,OIM,BULL,NORMAL,WAR,TR,-0.382
2025-03-06,TR,OAR,BULL,DOJI,SWR,BULL,0.755
2025-03-07,BULL,OOH,TR,DOJI,WAR,BULL,1.191
2025-03-10,BULL,OOH,BULL,DOJI,SWR,BEAR,-0.601
2025-03-11,BULL,OBR,BEAR,NORMAL,SBR,TR,0.132
2025-03-12,BULL,OIM,TR,NORMAL,SWR,BULL,1.092
2025-03-13,TR,OOH,BULL,NORMAL,SWR,BEAR,-0.638
2025-03-17,BULL,OOL,BEAR,DOJI,SWR,TR,-0.413
2025-03-18,TR,OOH,TR,DOJI,SWR,BULL,1.551
2025-03-19,BULL,OOH,TR,HUGE OPEN,WAR,BEAR,-1.267
2025-03-20,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.632
2025-03-21,BULL,OIM,TR,NORMAL,SWR,BULL,1.2
2025-03-24,BEAR,OOH,BULL,DOJI,SWR,BEAR,-2.183
2025-03-25,TR,OIM,BEAR,NORMAL,SWR,BEAR,-2.216
2025-03-26,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-1.735
2025-03-27,BULL,OOL,BEAR,DOJI,SWR,BULL,7.118
2025-03-28,TR,OOH,BULL,NORMAL,SWR,BEAR,-0.803
2025-04-01,BULL,OBR,BEAR,NORMAL,SWR,BEAR,-1.416
2025-04-02,BEAR,OIM,TR,NORMAL,WBR,TR,0.115
2025-04-03,BULL,OOL,TR,NORMAL,SWR,BULL,1.956
2025-04-04,BEAR,OIM,BULL,NORMAL,SWR,BEAR,-1.031
2025-04-07,BULL,OBR,BEAR,DOJI,SBR,BULL,1.782
2025-04-08,BEAR,OAR,BULL,NORMAL,SAR,BEAR,-1.338
2025-04-09,BEAR,OOL,BEAR,DOJI,WBR,BULL,1.094
2025-04-11,BEAR,OAR,TR,NORMAL,SWR,TR,-0.318
2025-04-15,BULL,OOH,TR,HUGE OPEN,WAR,TR,-0.073
2025-04-16,BULL,OOH,BULL,NORMAL,WAR,BULL,2.944
2025-04-17,TR,OOH,BULL,DOJI,SWR,TR,-0.217
2025-04-21,TR,OIM,BEAR,NORMAL,SWR,BULL,0.678
2025-04-22,BEAR,OOH,TR,NORMAL,WAR,BEAR,-0.659
2025-04-23,TR,OIM,TR,DOJI,SWR,BULL,0.756
2025-04-24,BEAR,OAR,TR,NORMAL,SAR,BEAR,-2.456
2025-04-25,BEAR,OOL,BEAR,HUGE OPEN,WBR,BEAR,-1.184
2025-04-28,BULL,OOL,BEAR,NORMAL,WBR,TR,0.168
2025-04-29,TR,OOH,TR,NORMAL,WAR,BEAR,-2.864
2025-04-30,BEAR,OOL,TR,DOJI,WBR,BEAR,-0.892
2025-05-02,BULL,OOL,BEAR,HUGE OPEN,SWR,BEAR,-1.158
2025-05-05,BEAR,OOL,TR,NORMAL,SWR,BULL,1.144
2025-05-06,BEAR,OIM,TR,HUGE OPEN,SWR,BEAR,-2.256
2025-05-07,TR,OBR,BEAR,NORMAL,SWR,BULL,1.231
2025-05-08,BULL,OOH,BULL,NORMAL,WAR,BEAR,-2.693
2025-05-09,TR,OBR,TR,NORMAL,SBR,TR,0.378
2025-05-12,BEAR,OAR,BULL,NORMAL,SAR,TR,-0.083
2025-05-13,TR,OOH,TR,NORMAL,SWR,TR,-0.082
2025-05-14,BULL,OIM,TR,NORMAL,SWR,TR,0.294
2025-05-15,TR,OOH,BULL,DOJI,WAR,TR,-0.518
2025-05-16,TR,OIM,TR,NORMAL,SWR,BULL,0.796
2025-05-19,BULL,OIM,TR,HUGE OPEN,WAR,BULL,1.129
2025-05-20,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.854
2025-05-21,BULL,OOL,BEAR,DOJI,WBR,BULL,0.843
2025-05-22,BULL,OIM,TR,DOJI,SWR,TR,-0.056
2025-05-23,TR,OIM,TR,NORMAL,SWR,TR,0.444
2025-05-26,TR,OOH,TR,NORMAL,WAR,BEAR,-0.886
2025-05-27,TR,OOL,TR,DOJI,WBR,TR,0.073
2025-05-28,TR,OIM,TR,DOJI,SWR,TR,-0.242
2025-05-29,TR,OIM,TR,DOJI,WBR,TR,-0.291
2025-05-30,TR,OOL,BEAR,DOJI,SWR,BEAR,-1.046
2025-06-02,BULL,OOL,BEAR,DOJI,WBR,BULL,1.195
2025-06-03,TR,OAR,BULL,NORMAL,SWR,BEAR,-1.257
2025-06-04,BEAR,OOL,BEAR,DOJI,WBR,TR,0.222
2025-06-05,TR,OIM,TR,NORMAL,SWR,TR,0.18
2025-06-06,BEAR,OIM,TR,DOJI,SWR,BULL,2.382
2025-06-09,BULL,OAR,BULL,NORMAL,SWR,BEAR,-0.648
2025-06-10,BEAR,OIM,TR,HUGE OPEN,WBR,TR,-0.412
2025-06-11,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-0.681
2025-06-12,TR,OOL,TR,NORMAL,SWR,BEAR,-1.771
2025-06-13,TR,OBR,BEAR,NORMAL,SBR,TR,0.404
2025-06-16,BEAR,OAR,BULL,DOJI,SWR,BULL,1.381
2025-06-17,TR,OOH,TR,NORMAL,SWR,BEAR,-1.421
2025-06-18,BULL,OBR,BEAR,NORMAL,SWR,TR,-0.306
2025-06-19,TR,OOL,TR,DOJI,WBR,BEAR,-1.434
2025-06-20,BULL,OOL,BEAR,NORMAL,SWR,BULL,1.457
2025-06-23,BULL,OOL,BULL,NORMAL,SWR,TR,0.337
2025-06-24,TR,OAR,BULL,DOJI,SAR,TR,0.365
2025-06-25,BULL,OOH,TR,DOJI,SWR,TR,-0.221
2025-06-26,TR,OOL,TR,NORMAL,SWR,TR,0.181
2025-06-27,TR,OAR,TR,NORMAL,SWR,TR,-0.196
2025-06-30,TR,OIM,BEAR,DOJI,SWR,TR,-0.262
2025-07-01,TR,OOL,TR,NORMAL,SWR,TR,-0.361
2025-07-02,TR,OOL,TR,NORMAL,SWR,TR,-0.115
2025-07-03,TR,OIM,TR,NORMAL,SWR,TR,-0.231
2025-07-04,BULL,OAR,TR,DOJI,SAR,TR,-0.528
2025-07-07,BEAR,OOL,TR,HUGE OPEN,WBR,TR,-0.436
2025-07-08,TR,OBR,BEAR,NORMAL,SWR,TR,-0.116
2025-07-09,TR,OIM,TR,NORMAL,SWR,TR,0.388
2025-07-10,TR,OIM,TR,DOJI,SWR,TR,0.148
2025-07-11,TR,OIM,TR,NORMAL,SWR,TR,-0.485
2025-07-14,TR,OBR,BEAR,DOJI,SBR,TR,0.318
2025-07-15,BULL,OIM,TR,HUGE OPEN,WAR,TR,-0.115
2025-07-16,BEAR,OIM,TR,NORMAL,SWR,BULL,1.832
2025-07-17,BEAR,OOH,BULL,NORMAL,SWR,TR,-0.13
2025-07-18,TR,OBR,BEAR,DOJI,SBR,TR,0.18
2025-07-21,BEAR,OOL,TR,NORMAL,WBR,TR,0.297
2025-07-22,BEAR,OIM,TR,HUGE OPEN,WAR,TR,0.115
2025-07-23,TR,OIM,TR,DOJI,SWR,TR,0.543
2025-07-24,BEAR,OIM,TR,DOJI,WBR,BEAR,-1.351
2025-07-25,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-0.795
2025-07-28,TR,OOL,BEAR,NORMAL,WBR,BEAR,-1.224
2025-07-29,BULL,OOL,BEAR,NORMAL,SWR,TR,0.294
2025-07-30,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.431
2025-07-31,BULL,OBR,TR,NORMAL,SBR,TR,-0.289
2025-08-01,TR,OIM,TR,NORMAL,SWR,BEAR,-0.702
2025-08-04,BULL,OOL,BEAR,HUGE OPEN,WAR,TR,-0.053
2025-08-05,BULL,OIM,BULL,NORMAL,WAR,TR,0.0
2025-08-06,BEAR,OIM,TR,DOJI,WBR,TR,-0.316
